image,height,width,type,original_dataset,scenario,airport,runway,time_to_landing,weather,night,time,slant_distance,along_track_distance,height_above_runway,lateral_path_angle,vertical_path_angle,yaw,pitch,roll,watermark_height,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D,image_name,detected
images/AUChg7Fx2aw_052.png,1080,1920,real,REAL_Nominal,,HECA,5C,10,,,,,,,,,,,,,975,230,996,231,887,352,1058,352,AUChg7Fx2aw_052.png,True
images/AUChg7Fx2aw_053.png,1080,1920,real,REAL_Nominal,,HECA,5C,8,,,,,,,,,,,,,970,263,947,264,1071,408,828,414,AUChg7Fx2aw_053.png,True
images/AUChg7Fx2aw_054.png,1080,1920,real,REAL_Nominal,,HECA,5C,6,,,,,,,,,,,,,949,306,977,306,773,504,1182,513,AUChg7Fx2aw_054.png,True
images/AxSZrNhd7aE_017.png,1080,1920,real,REAL_Nominal,,EBBR,25L,32,,,,,,,,,,,,,831,693,842,693,826,733,853,733,AxSZrNhd7aE_017.png,False
images/AxSZrNhd7aE_020.png,1080,1920,real,REAL_Nominal,,EBBR,25L,26,,,,,,,,,,,,,858,716,871,716,848,760,882,760,AxSZrNhd7aE_020.png,False
images/AxSZrNhd7aE_024.png,1080,1920,real,REAL_Nominal,,EBBR,25L,18,,,,,,,,,,,,,772,593,783,593,753,647,800,647,AxSZrNhd7aE_024.png,True
images/AxSZrNhd7aE_026.png,1080,1920,real,REAL_Nominal,,EBBR,25L,14,,,,,,,,,,,,,838,742,852,742,807,803,873,806,AxSZrNhd7aE_026.png,True
images/AxSZrNhd7aE_028.png,1080,1920,real,REAL_Nominal,,EBBR,25L,10,,,,,,,,,,,,,1062,746,1076,746,1124,827,1017,828,AxSZrNhd7aE_028.png,True
images/AxSZrNhd7aE_029.png,1080,1920,real,REAL_Nominal,,EBBR,25L,8,,,,,,,,,,,,,837,748,853,748,927,848,771,850,AxSZrNhd7aE_029.png,True
images/AxSZrNhd7aE_030.png,1080,1920,real,REAL_Nominal,,EBBR,25L,6,,,,,,,,,,,,,824,740,841,740,999,888,704,902,AxSZrNhd7aE_030.png,True
images/A_P_rF7EJL4_074.png,2160,3840,real,REAL_Nominal,,LJLJ,30,102,,,,,,,,,,,,,1399,932,1408,932,1399,967,1413,967,A_P_rF7EJL4_074.png,False
images/A_P_rF7EJL4_086.png,2160,3840,real,REAL_Nominal,,LJLJ,30,78,,,,,,,,,,,,,1386,940,1396,940,1383,983,1401,983,A_P_rF7EJL4_086.png,False
images/A_P_rF7EJL4_094.png,2160,3840,real,REAL_Nominal,,LJLJ,30,62,,,,,,,,,,,,,2444,945,2457,945,2438,993,2460,993,A_P_rF7EJL4_094.png,False
images/A_P_rF7EJL4_101.png,2160,3840,real,REAL_Nominal,,LJLJ,30,48,,,,,,,,,,,,,1356,946,1368,946,1349,1006,1376,1006,A_P_rF7EJL4_101.png,False
images/A_P_rF7EJL4_106.png,2160,3840,real,REAL_Nominal,,LJLJ,30,38,,,,,,,,,,,,,1379,920,1393,920,1371,985,1403,986,A_P_rF7EJL4_106.png,False
images/A_P_rF7EJL4_110.png,2160,3840,real,REAL_Nominal,,LJLJ,30,30,,,,,,,,,,,,,1370,928,1385,928,1358,1003,1400,1003,A_P_rF7EJL4_110.png,True
images/A_P_rF7EJL4_113.png,2160,3840,real,REAL_Nominal,,LJLJ,30,24,,,,,,,,,,,,,2448,914,2465,914,2429,999,2482,1000,A_P_rF7EJL4_113.png,True
images/A_P_rF7EJL4_114.png,2160,3840,real,REAL_Nominal,,LJLJ,30,22,,,,,,,,,,,,,2454,928,2473,928,2434,1021,2493,1022,A_P_rF7EJL4_114.png,True
images/A_P_rF7EJL4_116.png,2160,3840,real,REAL_Nominal,,LJLJ,30,18,,,,,,,,,,,,,1369,934,1385,934,1412,1040,1336,1042,A_P_rF7EJL4_116.png,True
images/A_P_rF7EJL4_118.png,2160,3840,real,REAL_Nominal,,LJLJ,30,14,,,,,,,,,,,,,2458,905,2477,905,2412,1028,2517,1031,A_P_rF7EJL4_118.png,True
images/A_P_rF7EJL4_119.png,2160,3840,real,REAL_Nominal,,LJLJ,30,12,,,,,,,,,,,,,2465,892,2486,892,2408,1027,2537,1032,A_P_rF7EJL4_119.png,True
images/A_P_rF7EJL4_120.png,2160,3840,real,REAL_Nominal,,LJLJ,30,10,,,,,,,,,,,,,2472,892,2492,893,2392,1044,2563,1051,A_P_rF7EJL4_120.png,True
images/A_P_rF7EJL4_121.png,2160,3840,real,REAL_Nominal,,LJLJ,30,8,,,,,,,,,,,,,1347,890,1368,890,1486,1074,1234,1083,A_P_rF7EJL4_121.png,True
images/A_P_rF7EJL4_122.png,2160,3840,real,REAL_Nominal,,LJLJ,30,6,,,,,,,,,,,,,1346,883,1371,883,1600,1158,1124,1175,A_P_rF7EJL4_122.png,True
images/bBO3MEZg9co_056.png,1080,1920,real,REAL_Nominal,,EGCC,23R,50,,,,,,,,,,,,,836,411,849,411,854,451,832,452,bBO3MEZg9co_056.png,True
images/bBO3MEZg9co_063.png,1080,1920,real,REAL_Nominal,,EGCC,23R,36,,,,,,,,,,,,,842,399,857,399,835,448,867,448,bBO3MEZg9co_063.png,False
images/bBO3MEZg9co_067.png,1080,1920,real,REAL_Nominal,,EGCC,23R,28,,,,,,,,,,,,,1076,374,1096,374,1064,432,1109,432,bBO3MEZg9co_067.png,True
images/bBO3MEZg9co_070.png,1080,1920,real,REAL_Nominal,,EGCC,23R,22,,,,,,,,,,,,,1061,405,1083,405,1105,472,1047,474,bBO3MEZg9co_070.png,True
images/bBO3MEZg9co_072.png,1080,1920,real,REAL_Nominal,,EGCC,23R,18,,,,,,,,,,,,,864,377,888,377,919,455,844,457,bBO3MEZg9co_072.png,True
images/bBO3MEZg9co_074.png,1080,1920,real,REAL_Nominal,,EGCC,23R,14,,,,,,,,,,,,,1082,407,1110,408,1039,501,1141,502,bBO3MEZg9co_074.png,True
images/bBO3MEZg9co_076.png,1080,1920,real,REAL_Nominal,,EGCC,23R,10,,,,,,,,,,,,,797,413,830,413,902,535,738,536,bBO3MEZg9co_076.png,True
images/bBO3MEZg9co_077.png,1080,1920,real,REAL_Nominal,,EGCC,23R,8,,,,,,,,,,,,,1080,379,1116,379,1210,536,972,537,bBO3MEZg9co_077.png,True
images/bBO3MEZg9co_078.png,1080,1920,real,REAL_Nominal,,EGCC,23R,6,,,,,,,,,,,,,829,354,869,355,637,589,1072,602,bBO3MEZg9co_078.png,True
images/BLEWNDcQ2O0_089.png,2160,3840,real,REAL_Nominal,,LIMF,21,22,,,,,,,,,,,,,1599,1137,1622,1137,1719,1229,1790,1231,BLEWNDcQ2O0_089.png,True
images/BLEWNDcQ2O0_092.png,2160,3840,real,REAL_Nominal,,LIMF,21,16,,,,,,,,,,,,,1620,1110,1650,1114,1662,1207,1764,1220,BLEWNDcQ2O0_092.png,True
images/BLEWNDcQ2O0_094.png,2160,3840,real,REAL_Nominal,,LIMF,21,12,,,,,,,,,,,,,1770,1108,1799,1114,1742,1197,1885,1223,BLEWNDcQ2O0_094.png,True
images/BLEWNDcQ2O0_095.png,2160,3840,real,REAL_Nominal,,LIMF,21,10,,,,,,,,,,,,,2011,1123,1980,1128,2082,1207,1893,1242,BLEWNDcQ2O0_095.png,True
images/BLEWNDcQ2O0_096.png,2160,3840,real,REAL_Nominal,,LIMF,21,8,,,,,,,,,,,,,1949,1120,1985,1123,1835,1212,2104,1241,BLEWNDcQ2O0_096.png,True
images/BLEWNDcQ2O0_097.png,2160,3840,real,REAL_Nominal,,LIMF,21,6,,,,,,,,,,,,,1933,1141,1971,1141,1721,1252,2184,1279,BLEWNDcQ2O0_097.png,True
images/BLEWNDcQ2O0_098.png,2160,3840,real,REAL_Nominal,,LIMF,21,4,,,,,,,,,,,,,1930,1218,1979,1219,1147,1435,2747,1516,BLEWNDcQ2O0_098.png,True
images/BRhCv1SqdaA_047.png,2160,3840,real,REAL_Nominal,,EGCC,23R,76,,,,,,,,,,,,,1626,732,1636,732,1621,766,1638,766,BRhCv1SqdaA_047.png,False
images/BRhCv1SqdaA_054.png,2160,3840,real,REAL_Nominal,,EGCC,23R,62,,,,,,,,,,,,,2211,739,2224,739,2229,777,2209,778,BRhCv1SqdaA_054.png,True
images/BRhCv1SqdaA_061.png,2160,3840,real,REAL_Nominal,,EGCC,23R,48,,,,,,,,,,,,,1642,747,1657,747,1637,791,1663,791,BRhCv1SqdaA_061.png,True
images/BRhCv1SqdaA_066.png,2160,3840,real,REAL_Nominal,,EGCC,23R,38,,,,,,,,,,,,,2199,733,2215,733,2189,785,2222,785,BRhCv1SqdaA_066.png,True
images/BRhCv1SqdaA_070.png,2160,3840,real,REAL_Nominal,,EGCC,23R,30,,,,,,,,,,,,,1642,730,1624,731,1654,790,1612,791,BRhCv1SqdaA_070.png,True
images/BRhCv1SqdaA_073.png,2160,3840,real,REAL_Nominal,,EGCC,23R,24,,,,,,,,,,,,,2209,727,2228,728,2191,798,2245,799,BRhCv1SqdaA_073.png,True
images/BRhCv1SqdaA_076.png,2160,3840,real,REAL_Nominal,,EGCC,23R,18,,,,,,,,,,,,,1592,730,1616,730,1642,812,1566,814,BRhCv1SqdaA_076.png,True
images/BRhCv1SqdaA_078.png,2160,3840,real,REAL_Nominal,,EGCC,23R,14,,,,,,,,,,,,,2262,696,2236,697,2301,793,2200,796,BRhCv1SqdaA_078.png,True
images/BRhCv1SqdaA_079.png,2160,3840,real,REAL_Nominal,,EGCC,23R,12,,,,,,,,,,,,,2233,714,2260,715,2180,823,2307,824,BRhCv1SqdaA_079.png,True
images/BRhCv1SqdaA_080.png,2160,3840,real,REAL_Nominal,,EGCC,23R,10,,,,,,,,,,,,,2258,721,2290,722,2192,847,2354,849,BRhCv1SqdaA_080.png,True
images/BRhCv1SqdaA_081.png,2160,3840,real,REAL_Nominal,,EGCC,23R,8,,,,,,,,,,,,,2282,700,2317,700,2185,859,2415,862,BRhCv1SqdaA_081.png,True
images/BRhCv1SqdaA_082.png,2160,3840,real,REAL_Nominal,,EGCC,23R,6,,,,,,,,,,,,,1564,671,1524,672,1763,901,1353,929,BRhCv1SqdaA_082.png,True
images/c93nm0fHCXE_044.png,1080,1920,real,REAL_Nominal,,LKPR,31,30,,,,,,,,,,,,,617,417,601,419,635,461,602,465,c93nm0fHCXE_044.png,False
images/c93nm0fHCXE_049.png,1080,1920,real,REAL_Nominal,,LKPR,31,20,,,,,,,,,,,,,1304,412,1321,414,1278,471,1336,477,c93nm0fHCXE_049.png,True
images/c93nm0fHCXE_051.png,1080,1920,real,REAL_Nominal,,LKPR,31,16,,,,,,,,,,,,,1289,431,1305,433,1247,502,1325,510,c93nm0fHCXE_051.png,True
images/c93nm0fHCXE_053.png,1080,1920,real,REAL_Nominal,,LKPR,31,12,,,,,,,,,,,,,1300,400,1315,402,1224,497,1353,514,c93nm0fHCXE_053.png,True
images/c93nm0fHCXE_054.png,1080,1920,real,REAL_Nominal,,LKPR,31,10,,,,,,,,,,,,,1298,405,1317,407,1191,526,1379,547,c93nm0fHCXE_054.png,True
images/c93nm0fHCXE_055.png,1080,1920,real,REAL_Nominal,,LKPR,31,8,,,,,,,,,,,,,1301,406,1322,408,1107,582,1452,625,c93nm0fHCXE_055.png,True
images/CL2E9TS7IZw_051.png,1080,1920,real,REAL_Nominal,,EHAM,18R,72,,,,,,,,,,,,,824,311,836,311,820,353,841,353,CL2E9TS7IZw_051.png,True
images/CL2E9TS7IZw_057.png,1080,1920,real,REAL_Nominal,,EHAM,18R,60,,,,,,,,,,,,,1113,343,1125,343,1105,388,1131,388,CL2E9TS7IZw_057.png,True
images/CL2E9TS7IZw_065.png,1080,1920,real,REAL_Nominal,,EHAM,18R,44,,,,,,,,,,,,,1009,327,1023,327,1037,380,1001,381,CL2E9TS7IZw_065.png,True
images/CL2E9TS7IZw_069.png,1080,1920,real,REAL_Nominal,,EHAM,18R,36,,,,,,,,,,,,,806,343,823,343,793,404,837,404,CL2E9TS7IZw_069.png,True
images/CL2E9TS7IZw_073.png,1080,1920,real,REAL_Nominal,,EHAM,18R,28,,,,,,,,,,,,,871,311,891,311,846,378,905,382,CL2E9TS7IZw_073.png,True
images/CL2E9TS7IZw_076.png,1080,1920,real,REAL_Nominal,,EHAM,18R,22,,,,,,,,,,,,,849,352,868,352,818,432,900,433,CL2E9TS7IZw_076.png,True
images/CL2E9TS7IZw_078.png,1080,1920,real,REAL_Nominal,,EHAM,18R,18,,,,,,,,,,,,,1038,359,1060,360,993,450,1099,451,CL2E9TS7IZw_078.png,True
images/CL2E9TS7IZw_080.png,1080,1920,real,REAL_Nominal,,EHAM,18R,14,,,,,,,,,,,,,854,322,874,322,787,433,937,435,CL2E9TS7IZw_080.png,True
images/CL2E9TS7IZw_081.png,1080,1920,real,REAL_Nominal,,EHAM,18R,12,,,,,,,,,,,,,1045,314,1068,314,1155,439,960,442,CL2E9TS7IZw_081.png,True
images/CL2E9TS7IZw_082.png,1080,1920,real,REAL_Nominal,,EHAM,18R,10,,,,,,,,,,,,,841,323,861,323,991,475,723,480,CL2E9TS7IZw_082.png,True
images/CL2E9TS7IZw_083.png,1080,1920,real,REAL_Nominal,,EHAM,18R,8,,,,,,,,,,,,,1034,297,1058,297,1273,509,826,515,CL2E9TS7IZw_083.png,True
images/CL2E9TS7IZw_084.png,1080,1920,real,REAL_Nominal,,EHAM,18R,6,,,,,,,,,,,,,847,294,875,294,180,777,1473,790,CL2E9TS7IZw_084.png,True
images/Cvoo6vQ5qNQ_010.png,2160,3840,real,REAL_Nominal,,RJTT,22,74,,,,,,,,,,,,,463,898,487,898,624,962,662,963,Cvoo6vQ5qNQ_010.png,False
images/Cvoo6vQ5qNQ_020.png,2160,3840,real,REAL_Nominal,,RJTT,22,54,,,,,,,,,,,,,3221,907,3197,908,3160,977,3108,982,Cvoo6vQ5qNQ_020.png,False
images/Cvoo6vQ5qNQ_028.png,2160,3840,real,REAL_Nominal,,RJTT,22,38,,,,,,,,,,,,,1359,1000,1389,1000,1353,1076,1416,1077,Cvoo6vQ5qNQ_028.png,True
images/Cvoo6vQ5qNQ_032.png,2160,3840,real,REAL_Nominal,,RJTT,22,30,,,,,,,,,,,,,2374,962,2340,963,2402,1049,2320,1051,Cvoo6vQ5qNQ_032.png,True
images/Cvoo6vQ5qNQ_035.png,2160,3840,real,REAL_Nominal,,RJTT,22,24,,,,,,,,,,,,,2247,954,2285,954,2215,1053,2320,1054,Cvoo6vQ5qNQ_035.png,True
images/Cvoo6vQ5qNQ_038.png,2160,3840,real,REAL_Nominal,,RJTT,22,18,,,,,,,,,,,,,1560,943,1517,944,1612,1058,1467,1062,Cvoo6vQ5qNQ_038.png,True
images/Cvoo6vQ5qNQ_040.png,2160,3840,real,REAL_Nominal,,RJTT,22,14,,,,,,,,,,,,,1523,970,1566,970,1439,1106,1634,1106,Cvoo6vQ5qNQ_040.png,True
images/Cvoo6vQ5qNQ_041.png,2160,3840,real,REAL_Nominal,,RJTT,22,12,,,,,,,,,,,,,2252,983,2295,983,2401,1139,2165,1141,Cvoo6vQ5qNQ_041.png,True
images/Cvoo6vQ5qNQ_042.png,2160,3840,real,REAL_Nominal,,RJTT,22,10,,,,,,,,,,,,,2236,955,2283,955,2106,1134,2408,1142,Cvoo6vQ5qNQ_042.png,True
images/Cvoo6vQ5qNQ_043.png,2160,3840,real,REAL_Nominal,,RJTT,22,8,,,,,,,,,,,,,1523,911,1575,911,1763,1134,1351,1143,Cvoo6vQ5qNQ_043.png,True
images/Cvoo6vQ5qNQ_044.png,2160,3840,real,REAL_Nominal,,RJTT,22,6,,,,,,,,,,,,,1519,887,1570,887,1886,1193,1212,1211,Cvoo6vQ5qNQ_044.png,True
images/d7qi2fGpNcg_054.png,1080,1920,real,REAL_Nominal,,LFPG,27R,24,,,,,,,,,,,,,1017,480,1039,480,986,559,1070,559,d7qi2fGpNcg_054.png,True
images/d7qi2fGpNcg_057.png,1080,1920,real,REAL_Nominal,,LFPG,27R,18,,,,,,,,,,,,,849,463,864,463,787,566,921,566,d7qi2fGpNcg_057.png,True
images/d7qi2fGpNcg_059.png,1080,1920,real,REAL_Nominal,,LFPG,27R,14,,,,,,,,,,,,,843,453,866,453,951,583,745,585,d7qi2fGpNcg_059.png,True
images/d7qi2fGpNcg_060.png,1080,1920,real,REAL_Nominal,,LFPG,27R,12,,,,,,,,,,,,,1030,471,1055,471,905,628,1194,631,d7qi2fGpNcg_060.png,True
images/d7qi2fGpNcg_061.png,1080,1920,real,REAL_Nominal,,LFPG,27R,10,,,,,,,,,,,,,887,471,904,471,1133,691,647,710,d7qi2fGpNcg_061.png,True
images/dgMjkZCQsCo_051.png,2160,3840,real,REAL_Nominal,,BGBW,6,66,,,,,,,,,,,,,2781,835,2799,835,2711,894,2736,894,dgMjkZCQsCo_051.png,False
images/dgMjkZCQsCo_057.png,2160,3840,real,REAL_Nominal,,BGBW,6,54,,,,,,,,,,,,,1563,853,1593,853,1593,914,1623,918,dgMjkZCQsCo_057.png,False
images/dgMjkZCQsCo_060.png,2160,3840,real,REAL_Nominal,,BGBW,6,48,,,,,,,,,,,,,1746,911,1765,912,1765,976,1798,978,dgMjkZCQsCo_060.png,False
images/dgMjkZCQsCo_063.png,2160,3840,real,REAL_Nominal,,BGBW,6,42,,,,,,,,,,,,,2058,924,2079,924,2074,995,2033,996,dgMjkZCQsCo_063.png,False
images/dgMjkZCQsCo_068.png,2160,3840,real,REAL_Nominal,,BGBW,6,32,,,,,,,,,,,,,1870,934,1895,936,1847,1018,1899,1023,dgMjkZCQsCo_068.png,True
images/dgMjkZCQsCo_070.png,2160,3840,real,REAL_Nominal,,BGBW,6,28,,,,,,,,,,,,,1887,940,1859,941,1911,1033,1851,1037,dgMjkZCQsCo_070.png,True
images/dgMjkZCQsCo_072.png,2160,3840,real,REAL_Nominal,,BGBW,6,24,,,,,,,,,,,,,1975,934,2005,934,1948,1037,2020,1041,dgMjkZCQsCo_072.png,True
images/dgMjkZCQsCo_075.png,2160,3840,real,REAL_Nominal,,BGBW,6,18,,,,,,,,,,,,,1881,947,1848,948,1925,1075,1824,1079,dgMjkZCQsCo_075.png,True
images/dgMjkZCQsCo_077.png,2160,3840,real,REAL_Nominal,,BGBW,6,14,,,,,,,,,,,,,1884,936,1849,938,1954,1090,1815,1096,dgMjkZCQsCo_077.png,True
images/dgMjkZCQsCo_078.png,2160,3840,real,REAL_Nominal,,BGBW,6,12,,,,,,,,,,,,,1877,932,1836,933,1961,1104,1792,1112,dgMjkZCQsCo_078.png,True
images/dgMjkZCQsCo_079.png,2160,3840,real,REAL_Nominal,,BGBW,6,10,,,,,,,,,,,,,1877,925,1835,927,1990,1125,1771,1136,dgMjkZCQsCo_079.png,True
images/dgMjkZCQsCo_080.png,2160,3840,real,REAL_Nominal,,BGBW,6,8,,,,,,,,,,,,,1960,908,2006,909,1800,1152,2110,1163,dgMjkZCQsCo_080.png,True
images/dgMjkZCQsCo_081.png,2160,3840,real,REAL_Nominal,,BGBW,6,6,,,,,,,,,,,,,1945,900,1992,902,1654,1223,2170,1240,dgMjkZCQsCo_081.png,True
images/dnYBg3uZ5X4_083.png,720,1280,real,REAL_Nominal,,KIAH,8R,32,,,,,,,,,,,,,564,276,572,276,578,305,560,306,dnYBg3uZ5X4_083.png,False
images/dnYBg3uZ5X4_090.png,720,1280,real,REAL_Nominal,,KIAH,8R,18,,,,,,,,,,,,,706,246,715,246,685,288,722,290,dnYBg3uZ5X4_090.png,True
images/dnYBg3uZ5X4_091.png,720,1280,real,REAL_Nominal,,KIAH,8R,16,,,,,,,,,,,,,542,250,553,250,580,295,537,298,dnYBg3uZ5X4_091.png,True
images/DW38H15CwsY_045.png,1080,1920,real,REAL_Nominal,,GMMX,10,42,,,,,,,,,,,,,800,397,812,397,821,448,797,449,DW38H15CwsY_045.png,True
images/DW38H15CwsY_049.png,1080,1920,real,REAL_Nominal,,GMMX,10,34,,,,,,,,,,,,,1119,453,1133,454,1105,511,1137,513,DW38H15CwsY_049.png,True
images/DW38H15CwsY_052.png,1080,1920,real,REAL_Nominal,,GMMX,10,28,,,,,,,,,,,,,1069,386,1083,387,1048,451,1089,453,DW38H15CwsY_052.png,True
images/DW38H15CwsY_055.png,1080,1920,real,REAL_Nominal,,GMMX,10,22,,,,,,,,,,,,,1096,387,1113,387,1074,463,1131,464,DW38H15CwsY_055.png,True
images/DW38H15CwsY_057.png,1080,1920,real,REAL_Nominal,,GMMX,10,18,,,,,,,,,,,,,1124,383,1141,383,1086,470,1161,476,DW38H15CwsY_057.png,True
images/DW38H15CwsY_058.png,1080,1920,real,REAL_Nominal,,GMMX,10,16,,,,,,,,,,,,,1098,352,1116,353,1055,447,1144,453,DW38H15CwsY_058.png,True
images/DW38H15CwsY_059.png,1080,1920,real,REAL_Nominal,,GMMX,10,14,,,,,,,,,,,,,1089,385,1108,385,1040,487,1153,491,DW38H15CwsY_059.png,True
images/DW38H15CwsY_060.png,1080,1920,real,REAL_Nominal,,GMMX,10,12,,,,,,,,,,,,,806,375,786,376,881,493,733,507,DW38H15CwsY_060.png,True
images/DW38H15CwsY_061.png,1080,1920,real,REAL_Nominal,,GMMX,10,10,,,,,,,,,,,,,1109,341,1127,341,1005,497,1231,508,DW38H15CwsY_061.png,True
images/DW38H15CwsY_062.png,1080,1920,real,REAL_Nominal,,GMMX,10,8,,,,,,,,,,,,,825,346,849,346,1056,594,606,611,DW38H15CwsY_062.png,True
images/e-0FlxuIMrQ_033.png,2160,3840,real,REAL_Nominal,,LEIB,6,100,,,,,,,,,,,,,2207,975,2215,975,2192,1007,2207,1008,e-0FlxuIMrQ_033.png,False
images/e-0FlxuIMrQ_042.png,2160,3840,real,REAL_Nominal,,LEIB,6,82,,,,,,,,,,,,,1557,1028,1567,1028,1558,1066,1578,1066,e-0FlxuIMrQ_042.png,False
images/e-0FlxuIMrQ_050.png,2160,3840,real,REAL_Nominal,,LEIB,6,66,,,,,,,,,,,,,2210,1017,2225,1017,2201,1063,2227,1063,e-0FlxuIMrQ_050.png,True
images/e-0FlxuIMrQ_056.png,2160,3840,real,REAL_Nominal,,LEIB,6,54,,,,,,,,,,,,,2197,1003,2212,1003,2183,1054,2214,1055,e-0FlxuIMrQ_056.png,True
images/e-0FlxuIMrQ_061.png,2160,3840,real,REAL_Nominal,,LEIB,6,44,,,,,,,,,,,,,2215,1041,2232,1042,2198,1098,2237,1100,e-0FlxuIMrQ_061.png,True
images/e-0FlxuIMrQ_065.png,2160,3840,real,REAL_Nominal,,LEIB,6,36,,,,,,,,,,,,,2217,1049,2237,1050,2199,1120,2251,1121,e-0FlxuIMrQ_065.png,True
images/e-0FlxuIMrQ_067.png,2160,3840,real,REAL_Nominal,,LEIB,6,32,,,,,,,,,,,,,2213,1034,2234,1035,2191,1110,2250,1112,e-0FlxuIMrQ_067.png,True
images/e-0FlxuIMrQ_069.png,2160,3840,real,REAL_Nominal,,LEIB,6,28,,,,,,,,,,,,,1655,1044,1632,1045,1680,1126,1610,1128,e-0FlxuIMrQ_069.png,True
images/e-0FlxuIMrQ_072.png,2160,3840,real,REAL_Nominal,,LEIB,6,22,,,,,,,,,,,,,2195,1036,2218,1037,2155,1127,2252,1131,e-0FlxuIMrQ_072.png,True
images/e-0FlxuIMrQ_075.png,2160,3840,real,REAL_Nominal,,LEIB,6,16,,,,,,,,,,,,,1595,1040,1621,1040,1695,1153,1532,1164,e-0FlxuIMrQ_075.png,True
images/e-0FlxuIMrQ_076.png,2160,3840,real,REAL_Nominal,,LEIB,6,14,,,,,,,,,,,,,1580,1051,1605,1051,1701,1186,1493,1198,e-0FlxuIMrQ_076.png,True
images/e-0FlxuIMrQ_077.png,2160,3840,real,REAL_Nominal,,LEIB,6,12,,,,,,,,,,,,,2243,1049,2270,1050,2112,1218,2399,1235,e-0FlxuIMrQ_077.png,True
images/e-0FlxuIMrQ_078.png,2160,3840,real,REAL_Nominal,,LEIB,6,10,,,,,,,,,,,,,2242,1038,2272,1039,2026,1273,2487,1296,e-0FlxuIMrQ_078.png,True
images/e-0FlxuIMrQ_079.png,2160,3840,real,REAL_Nominal,,LEIB,6,8,,,,,,,,,,,,,2228,1040,2264,1041,1656,1508,2833,1544,e-0FlxuIMrQ_079.png,True
images/E1K4yYoOpO4_046.png,1080,1920,real,REAL_Nominal,,EDDM,8R,38,,,,,,,,,,,,,1140,484,1152,484,1131,532,1163,533,E1K4yYoOpO4_046.png,True
images/E1K4yYoOpO4_052.png,1080,1920,real,REAL_Nominal,,EDDM,8R,26,,,,,,,,,,,,,1087,479,1099,479,1070,535,1120,535,E1K4yYoOpO4_052.png,True
images/E1K4yYoOpO4_055.png,1080,1920,real,REAL_Nominal,,EDDM,8R,20,,,,,,,,,,,,,1078,492,1091,492,1050,558,1119,559,E1K4yYoOpO4_055.png,True
images/E1K4yYoOpO4_058.png,1080,1920,real,REAL_Nominal,,EDDM,8R,14,,,,,,,,,,,,,1094,465,1109,465,1049,551,1157,551,E1K4yYoOpO4_058.png,True
images/E1K4yYoOpO4_059.png,1080,1920,real,REAL_Nominal,,EDDM,8R,12,,,,,,,,,,,,,1084,473,1097,473,1163,569,1026,571,E1K4yYoOpO4_059.png,True
images/E1K4yYoOpO4_060.png,1080,1920,real,REAL_Nominal,,EDDM,8R,10,,,,,,,,,,,,,807,446,824,446,722,558,902,560,E1K4yYoOpO4_060.png,True
images/E1K4yYoOpO4_061.png,1080,1920,real,REAL_Nominal,,EDDM,8R,8,,,,,,,,,,,,,818,460,838,460,689,599,956,602,E1K4yYoOpO4_061.png,True
images/E1K4yYoOpO4_062.png,1080,1920,real,REAL_Nominal,,EDDM,8R,6,,,,,,,,,,,,,836,453,817,454,538,681,1080,688,E1K4yYoOpO4_062.png,True
images/e5udfHgd7wg_027.png,1080,1920,real,REAL_Nominal,,FAOR,3R,42,,,,,,,,,,,,,1019,269,1035,269,1012,316,1044,316,e5udfHgd7wg_027.png,True
images/e5udfHgd7wg_032.png,1080,1920,real,REAL_Nominal,,FAOR,3R,32,,,,,,,,,,,,,877,306,897,306,866,362,907,362,e5udfHgd7wg_032.png,True
images/e5udfHgd7wg_035.png,1080,1920,real,REAL_Nominal,,FAOR,3R,26,,,,,,,,,,,,,884,300,860,301,898,361,846,362,e5udfHgd7wg_035.png,False
images/e5udfHgd7wg_038.png,1080,1920,real,REAL_Nominal,,FAOR,3R,20,,,,,,,,,,,,,1018,306,1041,306,996,379,1070,380,e5udfHgd7wg_038.png,True
images/e5udfHgd7wg_040.png,1080,1920,real,REAL_Nominal,,FAOR,3R,16,,,,,,,,,,,,,1026,309,1052,310,993,392,1091,395,e5udfHgd7wg_040.png,True
images/e5udfHgd7wg_041.png,1080,1920,real,REAL_Nominal,,FAOR,3R,14,,,,,,,,,,,,,1021,298,1050,299,983,392,1101,392,e5udfHgd7wg_041.png,True
images/e5udfHgd7wg_042.png,1080,1920,real,REAL_Nominal,,FAOR,3R,12,,,,,,,,,,,,,1026,318,1058,318,977,422,1125,422,e5udfHgd7wg_042.png,True
images/e5udfHgd7wg_043.png,1080,1920,real,REAL_Nominal,,FAOR,3R,10,,,,,,,,,,,,,887,298,923,298,791,423,989,426,e5udfHgd7wg_043.png,True
images/e5udfHgd7wg_044.png,1080,1920,real,REAL_Nominal,,FAOR,3R,8,,,,,,,,,,,,,1005,340,1038,340,1197,509,892,510,e5udfHgd7wg_044.png,True
images/edCKM4qjgXk_012.png,1080,1920,real,REAL_Nominal,,LIRQ,5,14,,,,,,,,,,,,,849,530,866,531,837,570,874,573,edCKM4qjgXk_012.png,True
images/edCKM4qjgXk_013.png,1080,1920,real,REAL_Nominal,,LIRQ,5,12,,,,,,,,,,,,,856,544,875,545,836,594,890,598,edCKM4qjgXk_013.png,True
